	brewery_type	city	country	id	latitude	longitude	name	phone	postal_code	state	street	tag_list	updated_at	website_url	Unnamed: 0	name_on_yelp	yelp_business_id	yelp_rating	yelp_review_count	yelp_closed_status
98	micro	Chula Vista	United States	1116	32.642827	-117.080107	Thr3e Punks Ale	6198579092	91910-2721	California	259 Third Ave	[]	2018-08-24 00:04:04.871	http://3punkales.com/red/index.html	458	Thr3e Punk Ales Brewing Co	SAlAwc1CFsJ3jSh_Jwm2Ww	4.5	66	False
99	planning	Claremont	United States	419	34.0966764	-117.7197785	Brewery in Planning - Claremont		91711	California		[]	2018-08-23 23:26:01.546		69	Last Name Brewing	sa513h1CP9gqPEgeU_9m6g	4.5	331	False
100	planning	Claremont	United States	420	34.0966764	-117.7197785	Brewery In Planning - Claremont		91711-1764	California		[]	2018-08-23 23:26:01.964		70	Last Name Brewing	sa513h1CP9gqPEgeU_9m6g	4.5	331	False
101	planning	Clearlake	United States	1151	38.9582307	-122.6263728	Two Dude Brew	7075337600	95422-8159	California		[]	2018-08-24 00:04:34.422		71	O'Meara Bros Brewing Company	MT9skrMJHO6UZAKDtLfW2Q	3.5	175	False
102	micro	Clovis	United States	279	36.8251717101389	-119.701748652921	559 Local Brewing	5594731875	93612-1183	California	608 4th St	[]	2018-08-23 23:23:53.237	http://www.fresnobrewingcompany.com	72	559 Beer	6r287K_bPUnEdWjdWX7KlQ	4.0	64	False
103	brewpub	Clovis	United States	947	36.855494	-119.6452626	Riley's Brew Pub	5598622925	93611-9588	California	2674 Owens Mountain Pkwy Ste 104	[]	2018-08-24 00:01:29.528	http://rileysbrew.pub	73	Riley's Brew Pub	ExyTzIFAdKRMCPSK6EOJXg	4.0	264	False
104	micro	Clovis	United States	1189	36.8261033101924	-119.690656660515	Zone 9 Brewing Company	5592600539	93611-0503	California	1450 Tollhouse Rd Ste 105	[]	2018-08-24 00:05:09.435		74	Zone 9 Brewing Company	zHRuh5PLEUrDxWPNBoZTsQ	5.0	29	False
105	regional	Coronado	United States	499	32.6873641	-117.1791416	Coronado Brewing Co	6194374452	92118-1409	California	170 Orange Ave	[]	2018-08-23 23:26:59.185	http://www.coronadobrewingcompany.com	75	Coronado Brewing Company	EXySMZDrgvBon4a4WqvZcg	4.0	375	False
106	regional	Coronado	United States	499	32.6873641	-117.1791416	Coronado Brewing Co	6194374452	92118-1409	California	170 Orange Ave	[]	2018-08-23 23:26:59.185	http://www.coronadobrewingcompany.com	79	Coronado Brewing Company	EXySMZDrgvBon4a4WqvZcg	4.0	375	False
107	regional	Coronado	United States	499	32.6873641	-117.1791416	Coronado Brewing Co	6194374452	92118-1409	California	170 Orange Ave	[]	2018-08-23 23:26:59.185	http://www.coronadobrewingcompany.com	75	Coronado Brewing Company	EXySMZDrgvBon4a4WqvZcg	4.0	375	False
108	regional	Coronado	United States	499	32.6873641	-117.1791416	Coronado Brewing Co	6194374452	92118-1409	California	170 Orange Ave	[]	2018-08-23 23:26:59.185	http://www.coronadobrewingcompany.com	79	Coronado Brewing Company	EXySMZDrgvBon4a4WqvZcg	4.0	375	False
109	brewpub	Corona	United States	805	33.8925168	-117.5636924	Main Street Brewery	9513711471	92880-2042	California	493 N Main St	[]	2018-08-23 23:59:23.408	http://www.mainstreetbrewery.com	76	Lamppost Pizza Main Street Brewery	tJcM7Y9raCFX2HGRJ7wpZw	4.0	235	False
110	micro	Corona	United States	1060	33.8131807	-117.5046237	Stone Church Brewing	3105676582	92883-7388	California	2785 Cabot Dr Ste 160	[]	2018-08-24 00:03:15.295	http://www.stonechurchbrewing.com	77	Stone Church Brewing	39GiPHLWYISQCu60wkD2yw	4.5	125	False
111	brewpub	Corona	United States	1086	33.8140831529874	-117.508854100175	TAPS Fish House and Brewery - Corona	9512775800	92883-7367	California	2745 Lakeshore Dr	[]	2018-08-24 00:03:38.525		78	TAPS Fish House & Brewery	xNNWiB4AN4Fe1YuHtSP1dA	4.0	1140	False
112	micro	Covina	United States	300	34.1036502643654	-117.878146550423	Alosta Brewing Co	9094558707	91722-2122	California	692 Arrow Grand Cir	[]	2018-08-23 23:24:12.610	http://www.alostabrewing.com	80	Alosta Brewing Co	b33ZpFpj5fl315fYt51rJg	4.5	152	False
113	brewpub	West Covina	United States	381	34.0729895180052	-117.886798829661	BJs Restaurant & Brewery - West Covina	6268580054	91791-1603	California	2917 E Eastland Ctr Dr	[]	2018-08-23 23:25:29.477	http://www.bjsrestaurants.com	81	BJ's Restaurant & Brewhouse	C6X3NrryTmwej0DMbAEYSQ	3.0	969	False
114	brewpub	West Covina	United States	381	34.0729895180052	-117.886798829661	BJs Restaurant & Brewery - West Covina	6268580054	91791-1603	California	2917 E Eastland Ctr Dr	[]	2018-08-23 23:25:29.477	http://www.bjsrestaurants.com	463	BJ's Restaurant & Brewhouse	C6X3NrryTmwej0DMbAEYSQ	3.0	969	False
115	brewpub	West Covina	United States	381	34.0729895180052	-117.886798829661	BJs Restaurant & Brewery - West Covina	6268580054	91791-1603	California	2917 E Eastland Ctr Dr	[]	2018-08-23 23:25:29.477	http://www.bjsrestaurants.com	81	BJ's Restaurant & Brewhouse	C6X3NrryTmwej0DMbAEYSQ	3.0	969	False
116	brewpub	West Covina	United States	381	34.0729895180052	-117.886798829661	BJs Restaurant & Brewery - West Covina	6268580054	91791-1603	California	2917 E Eastland Ctr Dr	[]	2018-08-23 23:25:29.477	http://www.bjsrestaurants.com	463	BJ's Restaurant & Brewhouse	C6X3NrryTmwej0DMbAEYSQ	3.0	969	False
117	brewpub	Crescent City	United States	925	41.7686313926072	-124.199308523735	Port O'Pints Brewing Co.	7074601154	95531-2320	California	1215 Northcrest Dr	[]	2018-08-24 00:01:08.260	http://www.portopints.com	82	Port O'Pints Brewing	AMVSxfQPBpofjIIQW-Cztw	5.0	81	False
118	brewpub	Crescent City	United States	996	41.749045	-124.200063	Seaquake Brewing	7074654444	95531-4369	California	400 Front St	[]	2018-08-24 00:02:16.798	http://www.seaquakebrewing.com	83	SeaQuake Brewing	Lzk4yEjugZp643xp3rYrZQ	4.5	290	False
119	planning	Culver City	United States	421	34.0211224	-118.3964665	Brewery in Planning - Culver City		90230-4108	California		[]	2018-08-23 23:26:02.382		84	The Stalking Horse Brewery & Freehouse	olom_vkNVhqxD4W9BkiUAw	4.0	241	False
120	planning	Daly City	United States	422	37.7057671	-122.4619205	Brewery In Planning - Daly City		94015	California		[]	2018-08-23 23:26:02.799		85	BJ's Restaurant & Brewhouse	FMGNn9O4yU3HeM2UQ7aM0w	2.5	2142	False
121	micro	Davis	United States	1068	38.546614	-121.726084	Sudwerk Brewing Co	5307562739	95618-5474	California	2001 2nd St	[]	2018-08-24 00:03:22.533	http://www.sudwerkbrew.com	86	Three Mile Brewing	R97KzZCN7Z84nr1a1xfv8w	4.5	88	False
122	micro	Davis	United States	1072	38.5536351536866	-121.787547042088	Super Owl Brewing	5307465992	95616-5669	California	1260 Lake Blvd Ste 121	[]	2018-08-24 00:03:26.236	http://www.superowlbrewing.com	87	Super Owl Brewing	CurcrRIgCPDiAqLMfrgogw	5.0	37	False
123	micro	Davis	United States	1118	38.5440352156362	-121.739122047377	Three Mile Brewing Co	5305644351	95616-4549	California	231 G St	[]	2018-08-24 00:04:06.611	http://www.threemilebrewing.com/	88	Three Mile Brewing	R97KzZCN7Z84nr1a1xfv8w	4.5	88	False
124	micro	Dixon	United States	968	None	None	Ruhstaller Beer	5306018240	95620	California	800 Business Park Drive, Suite G	[]	2018-08-11 21:36:18.638		295	Ruhstaller Beer	Gz-vlPOjuhmtXuApJRqrQg	4.5	123	False
125	micro	Sacramento	United States	969	38.5800452765957	-121.497428042553	Ruhstaller Beer	9169195691	95814-3403	California	726 K St	[]	2018-08-24 00:01:49.989	http://www.ruhstallerbeer.com	295	Ruhstaller Beer	Gz-vlPOjuhmtXuApJRqrQg	4.5	123	False
126	brewpub	Dublin	United States	699	37.7059588	-121.9377474	Inc 82 Brewing	9255608344	94568-2336	California	7370 San Ramon Rd	[]	2018-08-23 23:29:47.166	http://www.inc82.com	89	INC 82	2mzkujgqsd-1MvXE5h8CGA	4.0	349	False
127	micro	El Cajon	United States	452	32.8120128709882	-116.971783587523	Burning Beard Brewing	6194569185	92020-1938	California	785 Vernon Way	[]	2018-08-23 23:26:21.949	http://www.burningbeardbrewing.com	90	Burning Beard Brewing Company	PXlbipHx4Yftjj5rQedziA	4.5	100	False
128	brewpub	El Cerrito	United States	568	37.9020418	-122.3030241	Elevation 66 Brewing Co	5308489176	94530-3927	California	10082 San Pablo Ave	[]	2018-08-23 23:27:59.348	http://www.elevation66.com	91	Elevation 66 Brewing Co	o59yuuR6TgzA7Au1P5ku9w	4.0	580	False
129	micro	South El Monte	United States	928	34.0493571836516	-118.059884749276	Progress Brewing	6265529603	91733-2944	California	1822 Chico Ave	[]	2018-08-24 00:01:11.228	http://progress-brewing.com	92	Progress Brewing	62d1H3NAzBe-9tyM9TeqeQ	4.5	317	False
130	micro	South El Monte	United States	928	34.0493571836516	-118.059884749276	Progress Brewing	6265529603	91733-2944	California	1822 Chico Ave	[]	2018-08-24 00:01:11.228	http://progress-brewing.com	399	Progress Brewing	62d1H3NAzBe-9tyM9TeqeQ	4.5	317	False
131	micro	South El Monte	United States	928	34.0493571836516	-118.059884749276	Progress Brewing	6265529603	91733-2944	California	1822 Chico Ave	[]	2018-08-24 00:01:11.228	http://progress-brewing.com	92	Progress Brewing	62d1H3NAzBe-9tyM9TeqeQ	4.5	317	False
132	micro	South El Monte	United States	928	34.0493571836516	-118.059884749276	Progress Brewing	6265529603	91733-2944	California	1822 Chico Ave	[]	2018-08-24 00:01:11.228	http://progress-brewing.com	399	Progress Brewing	62d1H3NAzBe-9tyM9TeqeQ	4.5	317	False
133	micro	El Segundo	United States	565	33.91771	-118.4156967	El Segundo Brewing Co	3105293882	90245-3801	California	140 Main St	[]	2018-08-23 23:27:56.686	http://www.elsegundobrewing.com	93	El Segundo Brewing	G-BndQ7xKYFrM9w5vHEusg	4.5	337	False
134	micro	Elk Grove	United States	1125	38.3880465600215	-121.361147165058	Tilted Mash Brewery		95624-2792	California	9175 Union Park Way	[]	2018-08-24 00:04:13.356	http://www.tiltedmash.com	94	Tilted Mash Brewing	HxLa279fENqCmGsNoMt4aw	4.5	109	False
135	planning	Elk Grove	United States	423	38.4087993	-121.3716178	Brewery In Planning - Elk Grove		95624-6066	California		[]	2018-08-23 23:26:03.255		95	Tilted Mash Brewing	HxLa279fENqCmGsNoMt4aw	4.5	109	False
136	micro	Elk Grove	United States	610	38.376847113657	-121.356768554505	Flatland Brewing Company	9167533116	95624-9712	California	9183 Survey Rd Ste 104	[]	2018-08-23 23:28:34.168	http://www.flatlandbrewingco.com	96	Flatland Brewing Company	6OjRnGBZKGFt2xhseRRUHA	4.5	77	False
137	micro	Escondido	United States	575	33.124632	-117.097042	Escondido Brewing Company		92025-1622	California	649 Rock Springs Rd	[]	2018-08-23 23:28:05.708	http://www.escobrewco.com	97	Escondido Brewing Company	o9AEZNAKtRN5rkO2mST6EQ	4.5	44	False
138	brewpub	Escondido	United States	918	33.1212147114584	-117.08217073041	Plan 9 Alehouse	7604898817	92025-2701	California	155 E Grand Ave	[]	2018-08-24 00:01:01.873	http://www.plan9alehouse.com	98	Plan 9 Alehouse	28HZgHgx3cX3sxrvarJbag	4.0	535	False
139	regional	Escondido	United States	1057	33.109969	-117.11565	Stone Brewing Co	76029478991803	92029-2053	California	2120 Harmony Grove Rd	[]	2018-08-24 00:03:12.459	http://www.stonebrewing.com	99	Stone Brewing World Bistro & Gardens - Escondido	eGCM9QgCBlXM81kSo-g5DQ	4.0	4401	False
140	brewpub	Etna	United States	902	41.4565805040105	-122.893701519339	Paystreak Brewing	5304672337	96027	California	449 Main Street	[]	2018-08-24 00:00:46.870	http://www.paystreakbrewing.com	100	Paystreak Brewing	SB98m-d6RtodsGtJu48ZUQ	4.5	13	False
141	planning	Eureka	United States	693	40.8020712	-124.1636729	Humboldt Springs Brewing Co	7074993050	95501	California		[]	2018-08-23 23:29:42.232		101	Eel River Brewing	e0MdAqY7jNOMB34PTPVQEg	3.5	483	False
142	regional	Eureka	United States	791	40.8030204693878	-124.164814102041	Lost Coast Brewery and Cafe - Table Bluff Brewing, Inc.	7074454480	95501-1013	California	617 4th St	[]	2018-08-23 23:59:11.908	http://www.lostcoast.com	102	Six Rivers Brewery	JvQDmIXVZwNZNgtdsiCbJg	3.5	479	False
143	micro	Eureka	United States	1098	40.80226985	-124.174307223734	The Booth Brewing Co.	7075725728	95501-0222	California	123 W 3rd St	[]	2018-08-24 00:03:48.763	http://www.theboothbrewing.com	103	Lost Coast Brewery and Cafe	UlWVQatj76vAG4yYRIsE5A	3.5	903	False
144	brewpub	Fairfax	United States	711	37.9867011101135	-122.586252472669	Iron Springs Pub & Brewery	4154851005	94930-1764	California	765 Center Blvd	[]	2018-08-23 23:29:58.835	http://www.ironspringspub.com	104	Iron Springs Pub & Brewery	Ad-tZjrBEvTHTvYpD3EpeA	4.0	323	False
145	large	Fairfield	United States	318	38.2365838	-122.090299182842	Anheuser-Busch Inc 8093 Fairfield	7074292000	94534-9726	California	3101 Busch Dr	[]	2018-08-23 23:24:29.016		105	Anchor Brewing Company	nBo7CETnSyrzIoGbRnhuJA	5.0	679	False
146	micro	Fairfield	United States	391	38.2585569	-122.0600589	Blue Frog Brewing Company	7074292337	94533-3431	California	1740 Travis Blvd	[]	2018-08-23 23:25:37.787	http://www.bluefrogbrewingcompany.com	106	Heretic Brewing Company	QnTu16xTySvm83gFBVzIZw	4.5	253	False
147	planning	Fairfield	United States	878	38.2493581	-122.0399663	Old Country Brewing		94533-7790	California		[]	2018-08-24 00:00:27.078		107	Heretic Brewing Company	QnTu16xTySvm83gFBVzIZw	4.5	253	False
148	micro	Fortuna	United States	560	40.5787419613881	-124.152447104672	Eel River Brewing Co	7077252739	95540-9548	California	1777 Alamar Way	[]	2018-08-23 23:27:52.493	http://www.eelriverbrewing.com	108	Eel River Brewing	e0MdAqY7jNOMB34PTPVQEg	3.5	483	False
149	planning	Fountain Valley	United States	386	33.7038145	-117.9627349	Black Magic Brewing		92708-6431	California		[]	2018-08-23 23:25:33.486		109	Four Sons Brewing	9iDRETL2JDqSMcf6bFwNkA	4.5	335	False
150	brewpub	Fremont	United States	718	37.5442084028756	-121.988402464161	Jack's Brewing Co	5107962036	94538-1304	California	39176 Argonaut Way	[]	2018-08-23 23:58:07.258		110	Jack's Brewing Company	wBrZMqhJGFm5tRI_BZPn1Q	3.5	421	False
151	micro	Fremont	United States	722	37.5043737	-121.9577836	JP DasBrew	5102705345	94538-6385	California	44356 S Grimmer Blvd	[]	2018-08-23 23:58:10.360	http://www.dasbrewinc.com	111	JP DasBrew	LQGA9VdvR73ZWVgCcMeRkA	4.5	155	False
152	brewpub	Fresno	United States	1001	36.7577440769231	-119.801962153846	Sequoia Brewing Co - Tower District	5592645521	93728-3350	California	777 E Olive Ave	[]	2018-08-24 00:02:21.148	http://www.sequoiabrewing.com	112	Sequoia Brewing Company	jRu90arlNTQwFm_8Iw3G0g	3.5	183	False
153	micro	Fresno	United States	619	36.7268371852137	-119.790779671265	Full Circle Brewing Co	5592646323	93706-3413	California	620 F St	[]	2018-08-23 23:28:42.222	http://www.fullcirclebrewing.com	113	Full Circle Brewing Company	-95PA760NLoc332bGRSl5g	3.5	68	False
154	micro	Fresno	United States	1127	36.7307167943916	-119.78830790357	Tioga-Sequoia Brewing Co	5592645521	93721-2808	California	746 Broadway St	[]	2018-08-24 00:04:15.079	http://www.tiogasequoia.com	114	Tioga-Sequoia Brewing Co	YCLZSGrVJrLuoIylpgt6kw	4.5	143	False
155	micro	Fullerton	United States	400	33.87004	-117.928591	Bootleggers Brewery	7148712337	92832-1803	California	130 S Highland Ave	[]	2018-08-23 23:25:46.045		115	Bootlegger's Brewery	zCcrt1w6IR7rdn3B7JJqfg	4.5	758	False
156	micro	Fullerton	United States	400	33.87004	-117.928591	Bootleggers Brewery	7148712337	92832-1803	California	130 S Highland Ave	[]	2018-08-23 23:25:46.045		116	Bootlegger's Brewery	zCcrt1w6IR7rdn3B7JJqfg	4.5	758	False
157	micro	Fullerton	United States	399	33.8674125344355	-117.908009484784	Bootleggers Brewery	7148712337	92831-4626	California	1100 E Truslow Ave	[]	2018-08-23 23:25:45.098	http://www.bootleggersbrewery.com	115	Bootlegger's Brewery	zCcrt1w6IR7rdn3B7JJqfg	4.5	758	False
158	micro	Fullerton	United States	399	33.8674125344355	-117.908009484784	Bootleggers Brewery	7148712337	92831-4626	California	1100 E Truslow Ave	[]	2018-08-23 23:25:45.098	http://www.bootleggersbrewery.com	116	Bootlegger's Brewery	zCcrt1w6IR7rdn3B7JJqfg	4.5	758	False
159	micro	Galt	United States	954	38.253278904173	-121.300412597904	River Rock Brewery	2093316071	95632-1706	California	807 C St	[]	2018-08-24 00:01:35.911	http://riverrockbrewery.com	117	River Rock Brewery	CUFGxFs0j5Xw_EnUmDWq6g	4.5	15	False
160	brewpub	Gilroy	United States	632	37.0088398004623	-121.569583923907	Golden State Brew and Grill	4088467070	95020	California	7560 Monterey Rd Ste 100	[]	2018-08-23 23:28:52.339		118	Golden State Brew & Grill	HS6wqtNmFi6opfa7tndyrA	4.0	47	False
161	planning	Glendale	United States	458	34.192912	-118.246248614754	Can Of Worms Brewing	8187975520	91214-1713	California		[]	2018-08-23 23:26:26.866	http://www.canofwormsbrewing.com	119	Modern Times DTLA Dankness Dojo	orEgQRCL-LIK0abMPx1beQ	4.0	364	False
162	planning	Glendale	United States	859	34.192912	-118.246248614754	Oak Grove Brewing Company	8183199577	91208-1836	California		[]	2018-08-24 00:00:11.255	http://Www.oakgrovebrewingcompany.com	120	Craftsman Brewing Company	R8queGXz7i3E5K0pthpiNQ	4.5	39	False
163	brewpub	Goleta	United States	676	34.428764	-119.873842	Hollister Brewing Co	8059682810	93117-2997	California	6980 Market Place Dr	[]	2018-08-23 23:29:28.521	http://www.holisterbrewco.com	121	Hollister Brewing Company	06pNHtxgPhGhZpM0Z2uzNw	3.5	474	False
164	micro	Goleta	United States	541	34.4314617171717	-119.875990868687	Draughtsmen Aleworks	8053872577	93117-2804	California	53 Santa Felicia Dr	[]	2018-08-23 23:27:36.213	http://www.draughtsmenaleworks.com	122	Draughtsmen Aleworks	df_UStxBFDYNSd-ngoR1-w	5.0	68	False
165	brewpub	Half Moon Bay	United States	974	37.460938	-122.42991315	Sacrilege Brewing Project	6502767029	94019-1925	California	730 Main St	[]	2018-08-24 00:01:54.898		123	Sacrilege Brewery + Kitchen	GV9hVOrNw9VmMOI00aEjwQ	4.0	222	False
166	micro	Hawthorne	United States	493	33.9165311870278	-118.332857374938	Common Space Brewery	3106662825	90250-4816	California	3411 W El Segundo Blvd	[]	2018-08-23 23:26:54.609	http://www.commonspace.la	124	Common Space Brewery	cUay7NfSeinidn--Zz5pQA	4.5	98	False
167	micro	Hawthorne	United States	789	33.9149155	-118.3322768	Los Angeles Ale Works	4244564191	90250-5521	California	12918 Cerise Ave	[]	2018-08-23 23:59:10.108	http://www.laaleworks.com	125	Los Angeles Ale Works	mbY8HP5NfOKchYI0lhyWIQ	4.5	163	False
168	brewpub	Hayward	United States	449	37.6770284	-122.0768666	Buffalo Bills Brewery	5108869823	94541-4108	California	1082 B St	[]	2018-08-23 23:26:19.793	http://www.buffalobillsbrewery.com	126	Buffalo Bill's Brewery	thrpZsjW0uuNpq58KibA4w	3.5	1458	False
169	regional	Healdsburg	United States	359	38.6110317	-122.8713046	Bear Republic Brewing Co	7074332337	95448-4105	California	345 Healdsburg Ave	[]	2018-08-23 23:25:09.040	http://www.bearrepublic.com	127	Bear Republic Brewing Co.	nq_hOFGmTuxEK3U5T1z5CQ	3.5	361	False
170	brewpub	Hermosa Beach	United States	285	33.8734519	-118.4048656	Abigaile	3107988227	90254-3666	California	1301 Manhattan Ave	[]	2018-08-23 23:23:59.082	http://abigailrestaurant.com	128	Abigaile	Y3IW_qMHSNXju_qBy6sP1A	4.0	1199	False
171	brewpub	Hermosa Beach	United States	412	33.8734519	-118.4048656	Brewery At Abigaile	3107988227	90254-3666	California	1301 Manhattan Ave	[]	2018-08-23 23:25:56.720	http://www.abigailerestaurant.com	129	Abigaile	Y3IW_qMHSNXju_qBy6sP1A	4.0	1199	False
172	micro	Hollister	United States	437	36.8535938163265	-121.400836918367	Brewery Twenty Five	8316367640	95023	California	106 3rd St	[]	2018-08-23 23:26:09.967	http://www.brewerytwentyfive.com	130	Brewery Twenty Five	A6AXeesymzTNEUemKU1RWA	5.0	10	False
173	brewpub	Hollister	United States	644	36.851857298284	-121.398518972827	Grillin & Chillin Alehouse	8316372337	95023-2225	California	401 McCray St # B24	[]	2018-08-23 23:29:02.708	http://www.relaxgrillinchillin.com	131	Grillin & Chillin Alehouse	g3NiCH3yM3rlszGeHVxIdA	4.0	92	False
174	micro	Huntington Beach	United States	946	33.6480028	-117.9872302	Riip Beer Company	7142486710	92649-4116	California	17216 Pacific Coast Hwy	[]	2018-08-24 00:01:28.558	http://www.riipbeer.com	132	Riip Beer Company	UxO-N-Lpu81eaJ1c8XdgcQ	4.5	205	False
175	planning	Inglewood	United States	1132	33.96185	-118.3550377	Tortugo Brewing Company		90302-3308	California		[]	2018-08-24 00:04:18.886		133	Tortugo Brewing	re_0JovwoVJqz8Wdou8Omg	5.0	34	False
176	brewpub	La Mesa	United States	396	32.771889	-117.02043	Bolt Brewery	6193037837	91942-2907	California	8179 Center St	[]	2018-08-23 23:25:42.254	http://www.boltbrewery.com	134	Bolt Brewery	ztPRQdlrLqpqwa4fgRNmfA	4.5	228	False
177	micro	La Mesa	United States	660	32.771907	-117.023442	Helix Brewing Co	6197418447	91942-2927	California	8101 Commercial St	[]	2018-08-23 23:29:15.397	http://www.drinkhelix.com	135	Helix Brewing	HCWKslmVXfkERfa5Le9tfw	4.5	184	False
178	brewpub	Laguna Beach	United States	760	33.5427913	-117.7835382	Laguna Beach Brewery and Grille	9494973381	92651-2106	California	237 Ocean Ave	[]	2018-08-23 23:58:43.812	http://www.lagunabeachbrewery.net	136	Laguna Beach Brewery & Grille	MysDKNVESFqaJjOAUNOQVA	4.5	321	True
179	micro	Lake Elsinore	United States	507	33.6867383235294	-117.340248911765	Craft Brewing Company	9516742562	92530-2779	California	530 Crane St	[]	2018-08-23 23:27:06.203	http://www.craftbrewibgcompany.com	137	Craft Brewing Company - Lake Elsinore	7NoLerlhl1KlF9UigFHYvA	4.5	101	False
180	brewpub	Lakeport	United States	885	39.0400526734986	-122.924554676154	O'Meara Bros. Brewing Company	7072621234	95453-8778	California	901 Bevins St	[]	2018-08-24 00:00:32.775	http://www.omearabros.com	138	O'Meara Bros Brewing Company	MT9skrMJHO6UZAKDtLfW2Q	3.5	175	False
181	brewpub	Lancaster	United States	745	34.6978404	-118.1433223	Kinetic Brewing Company	6619422337	93534-3118	California	735 W Lancaster Blvd	[]	2018-08-23 23:58:31.011	http://www.kineticbrewing.com	139	Kinetic Brewing Company	wZv-FrVCNMcJO5ZEGRCckQ	3.5	421	True
182	micro	Lancaster	United States	406	34.6582797	-118.1456072	Bravery Brewing	6619514677	93534-7184	California	42705 8th St W	[]	2018-08-23 23:25:51.198	http://www.braverybrewing.com	140	Bravery Brewing	XQSf784SErAJeElDCz5duQ	4.5	137	False
183	brewpub	Larkspur	United States	809	37.9458177	-122.5068874	Marin Brewing Co	4154614677	94939-1801	California	1809 Larkspur Landing Cir	[]	2018-08-23 23:59:26.600	http://www.marinbrewing.com	141	Marin Brewing Company	D8DCqnBoQZBOwRLhyniaUg	3.0	751	False
184	micro	Lemoore	United States	376	36.3014675555556	-119.784711	Bird Street Brewing	5593094649	93245-2947	California	242 Heinlen St	[]	2018-08-23 23:25:24.815	http://www.birdstreetbrewing.com	142	Bird Street Brewing	rfVOCMs_aX3h7f1VlZwxIA	4.5	5	False
185	planning	Lincoln	United States	546	38.8915741	-121.29318	Dueling Dogs Brewing Company	9164348141	95648-8503	California		[]	2018-08-23 23:27:40.362	http://www.duelingdogsbrewing.com	143	Crooked Lane Brewing	SPmGIRCuw2y31ODwCS4_3A	4.5	130	False
186	micro	Livermore	United States	305	37.6783911404914	-121.721097428074	Altamont Beer Works	9254432337	94550-3850	California	2402 Research Dr	[]	2018-08-23 23:24:16.819	http://www.altamontbeerworks.com	144	Altamont Beer Works	y706MhH80Zw5pU4Y134G8g	4.5	205	False
187	micro	Livermore	United States	562	37.6989500360251	-121.814589292069	Eight Bridges Brewing	9259619160	94551-9309	California	332 Earhart Way	[]	2018-08-23 23:27:54.121	http://www.eightbridgesbrewing.com	145	Eight Bridges Brewing	HjPC2bg4mSbnUEoLS8sNLw	4.0	107	False
188	contract	Livermore	United States	643	37.6925177182377	-121.766979126043	Gridlock Brewing Co	4088358794	94551	California	2659 Pickfair Lane	[]	2018-08-23 23:29:01.773	http://www.gridlockbrewing.com	146	Shadow Puppet Brewing Company	tBh4aHBmBT9lnLJFessF5A	4.5	159	False
189	brewpub	Lodi	United States	1101	38.097198	-121.387849646574	The Dancing Fox	2093662634	95240-3511	California	203 S School St	[]	2018-08-24 00:03:51.456	http://www.dancingfoxwinery.com	147	The Dancing Fox Winery & Brewery	GIudRtQ6v32HaANNl7e-gQ	4.0	635	False
190	micro	Lodi	United States	608	38.136971	-121.29526	Five Window Beer Co	2097122336	95240-2137	California	9 W Locust St	[]	2018-08-23 23:28:32.319	http://www.fivewindow.com	148	Five Window Beer Co.	1E4xSbl4i43VlJMdicHu2g	4.5	88	False
191	micro	Lodi	United States	697	38.1328	-121.2722	Idol Beer Works		95240-3526	California	100 S Sacramento St	[]	2018-08-23 23:29:45.438	http://www.idolbeerworks.com	149	Idol Beer Works	BJbLrMAmjxBSWR2Im6CSSw	4.5	40	False
192	brewpub	Lodi	United States	783	38.1328233877551	-121.273867612245	Lodi Beer Company	2093682964	95240-3509	California	105 S School St	[]	2018-08-23 23:59:04.869	http://www.lodibeercompany.com	150	Lodi Beer Co	J83e_It4o6d66fYQaA0vuw	4.0	737	False
193	planning	Lomita	United States	451	33.8036545	-118.3195014	Burnin Daylight Brewing Company	3107417621	90717	California		[]	2018-08-23 23:26:21.106		151	Burnin Daylight Brewing	v3HDsGexoOR_nytSP5COpg	5.0	40	False
194	brewpub	Lompoc	United States	1028	34.6419814	-120.4574527	Solvang Brewing Company - Lompoc	9787292485	93436-6022	California	234 N H St	[]	2018-08-24 00:02:45.735	http://www.solvangbrewing.com	152	Solvang Brewing Company	IxRQ7Mez1ezk_sAqd-L46g	3.5	259	False
195	micro	Long Beach	United States	786	33.8044209	-118.2156232	Long Beach Beer Lab	5623413659	90806-2831	California	518 W Willow St	[]	2018-08-23 23:59:07.444	http://www.lbbeer.com	153	Long Beach Beer Lab	6WF6l1BuF5UidHV1OF_lIw	4.5	145	False
196	brewpub	Long Beach	United States	956	33.767797	-118.192482	Rock Bottom Brewery - Long Beach	5623082255	90802-4759	California	1 Pine Ave	[]	2018-08-24 00:01:38.221	http://www.rockbottom.com	154	Rock Bottom Restaurant & Brewery	tvkkbNCzVK8Il08VShv50w	3.0	998	False
197	planning	Long Beach	United States	309	33.78538945	-118.158049315311	Ambitious Ales	7142962550	90807-2907	California		[]	2018-08-23 23:24:20.011	http://www.ambitiousales.com	155	Ambitious Ales	1IgoQonsUtErH_yP2HxPUA	5.0	62	False
198	micro	Long Beach	United States	357	33.7701509591837	-118.189471530612	Beachwood Blendery		90802-3136	California	247 Long Beach Blvd	[]	2018-08-23 23:25:07.316	http://beachwoodbbq.com/blendery.html	157	Beachwood Blendery	lmqrYnTlM0Iz9voQRZuP6A	4.5	78	False
